"KEY_POLICY","EXT_REFR","VALID_FROM","VALID_TO","SALES_DATE","CANCEL_DATE","PAYMENT_STATUS","COMMISSION_RANK","COMMISSION","RAW_CLAWBACK","CLAWBACK"
"263249649","PO0055127510","2024-02-28 00:00:00.000","2025-02-28 00:00:00.000","2024-03-07",,"Paid","976",451.56,0,0
"263249865","PO0055142710","2024-03-07 00:00:00.000","2025-03-01 00:00:00.000","2024-03-07",,"Paid","977",44.88,0,0
"263250216","PO0055140280","2024-03-30 00:00:00.000","2025-03-01 00:00:00.000","2024-03-07",,"Paid","978",532.08,0,0
"263250127","PO0055144300","2024-03-08 00:00:00.000","2025-03-08 00:00:00.000","2024-03-07",,"Paid","979",464.88,0,0
"263249651","PO0055140340","2024-03-07 00:00:00.000","2025-03-07 00:00:00.000","2024-03-07",,"Paid","980",169.56,0,0
"263249067","PO0055142600","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-07",,"Paid","981",303.36,0,0
"263250212","PO0055138980","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-07",,"Paid","982",716.4,0,0
"263250075","PO0055137980","2024-03-07 00:00:00.000","2025-03-01 00:00:00.000","2024-03-07",,"Paid","983",86.52,0,0
"263249261","PO0055136140","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-07",,"Paid","984",104.64,0,0
"263250021","PO0055128950","2024-03-28 00:00:00.000","2025-03-28 00:00:00.000","2024-03-07",,"Paid","985",737.76,0,0
"263250269","PO0055130820","2024-03-07 00:00:00.000","2025-03-07 00:00:00.000","2024-03-07",,"Paid","986",38.64,0,0
"263249737","PO0055130970","2024-09-16 00:00:00.000","2025-09-01 00:00:00.000","2024-03-07",,"Paid","987",716.28,0,0
"263249775","PO0055146800","2024-03-07 00:00:00.000","2025-03-01 00:00:00.000","2024-03-07","2024-09-02","Paid","988",173.64,72.35,72.35
"263249217","PO0055141720","2024-03-25 00:00:00.000","2025-03-01 00:00:00.000","2024-03-07",,"Paid","989",829.56,0,0
"263250081","PO0055129840","2024-03-07 00:00:00.000","2025-03-07 00:00:00.000","2024-03-07","2024-03-10","Paid","990",686.76,629.53,629.53
"263249696","PO0055131380","2024-03-07 00:00:00.000","2025-03-01 00:00:00.000","2024-03-07",,"Paid","991",354,0,0
"263249667","PO0055144820","2024-03-07 00:00:00.000","2025-03-07 00:00:00.000","2024-03-07","2024-03-13","Paid","992",296.52,271.81,271.81
"263249842","PO0055146950","2024-03-07 00:00:00.000","2025-03-01 00:00:00.000","2024-03-07","2024-03-12","Paid","993",852.84,781.77,781.77
"263249367","PO0055146370","2024-03-07 00:00:00.000","2025-03-07 00:00:00.000","2024-03-07",,"Paid","994",562.8,0,0
"263250296","PO0055134520","2024-03-07 00:00:00.000","2025-03-07 00:00:00.000","2024-03-07",,"Paid","995",91.2,0,0
"263250302","PO0055131330","2024-03-07 00:00:00.000","2025-03-07 00:00:00.000","2024-03-07",,"Paid","996",215.64,0,0
"263249880","PO0055131830","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-07",,"Paid","997",89.88,0,0
"263249510","PO0055144770","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-07",,"Paid","998",534.6,0,0
"263290500","PO0055155560","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-08",,"Paid","999",377.28,0,0
"263291770","PO0055156660","2024-03-19 00:00:00.000","2025-03-19 00:00:00.000","2024-03-08",,"Paid","1000",417.24,0,0
"263292040","PO0055164580","2024-03-08 00:00:00.000","2025-03-01 00:00:00.000","2024-03-08",,"Paid","1001",183.96,0,0
"263292226","PO0055156410","2024-03-21 00:00:00.000","2025-03-21 00:00:00.000","2024-03-08",,"Paid","1002",432.48,0,0
"263290516","PO0055157070","2024-03-17 00:00:00.000","2025-03-17 00:00:00.000","2024-03-08",,"Paid","1003",210.6,0,0
"263290846","PO0055163260","2024-03-08 00:00:00.000","2025-03-08 00:00:00.000","2024-03-08","2024-03-19","Paid","1004",687.24,629.97,629.97
"263292071","PO0055166480","2024-03-18 00:00:00.000","2025-03-18 00:00:00.000","2024-03-08",,"Paid","1005",358.44,0,0
"263291658","PO0055152370","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-08",,"Paid","1006",709.44,0,0
"263290258","PO0055156230","2024-03-08 00:00:00.000","2025-03-01 00:00:00.000","2024-03-08","2024-03-10","Paid","1007",766.08,702.24,702.24
"263290971","PO0055163120","2024-03-08 00:00:00.000","2025-03-08 00:00:00.000","2024-03-08",,"Paid","1008",352.44,0,0
"263291617","PO0055164510","2024-03-08 00:00:00.000","2025-03-08 00:00:00.000","2024-03-08","2024-06-28","Paid","1009",394.56,263.04,263.04
"263291226","PO0055164650","2024-03-20 00:00:00.000","2025-03-01 00:00:00.000","2024-03-08",,"Paid","1010",211.8,0,0
"263291668","PO0055163540","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-08",,"Paid","1011",285.48,0,0
"263292290","PO0055153690","2024-03-07 00:00:00.000","2025-03-01 00:00:00.000","2024-03-08",,"Paid","1012",192.96,0,0
"263292380","PO0055151680","2024-03-08 00:00:00.000","2025-03-08 00:00:00.000","2024-03-08","2024-05-01","Paid","1013",407.28,305.46,305.46
"263290958","PO0055162230","2024-03-08 00:00:00.000","2025-03-08 00:00:00.000","2024-03-08",,"Paid","1014",440.76,0,0
"263290704","PO0055158650","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-08","2024-05-14","Paid","1015",522,435,435
"263290279","PO0055152860","2024-04-12 00:00:00.000","2025-04-01 00:00:00.000","2024-03-08",,"Paid","1016",411.84,0,0
"263290603","PO0055163580","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-08",,"Paid","1017",381,0,0
"263290918","PO0055153210","2024-03-18 00:00:00.000","2025-03-01 00:00:00.000","2024-03-08",,"Paid","1018",351.12,0,0
"263292528","PO0055150830","2024-03-08 00:00:00.000","2025-03-08 00:00:00.000","2024-03-08",,"Paid","1019",519.84,0,0
"263292178","PO0055157760","2024-03-08 00:00:00.000","2025-03-08 00:00:00.000","2024-03-08","2024-04-17","Paid","1020",179.64,149.7,149.7
"263292275","PO0055151420","2024-03-08 00:00:00.000","2025-03-01 00:00:00.000","2024-03-08","2024-06-09","Paid","1021",273.48,182.32,182.32
"263291010","PO0055160530","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-08",,"Paid","1022",243,0,0
"263292471","PO0055170000","2024-03-09 00:00:00.000","2025-03-01 00:00:00.000","2024-03-09",,"Paid","1023",345.12,0,0
"263291890","PO0055168690","2024-03-20 00:00:00.000","2025-03-01 00:00:00.000","2024-03-09",,"Paid","1024",231.6,0,0
"263291943","PO0055169330","2024-03-09 00:00:00.000","2025-03-01 00:00:00.000","2024-03-09","2024-04-03","Paid","1025",96.12,80.1,80.1
"263292332","PO0055172470","2024-03-10 00:00:00.000","2025-03-01 00:00:00.000","2024-03-10",,"Paid","1026",456.24,0,0
"263290386","PO0055174150","2024-03-10 00:00:00.000","2025-03-10 00:00:00.000","2024-03-10",,"Paid","1027",946.44,0,0
"263290435","PO0055173940","2024-03-27 00:00:00.000","2025-03-01 00:00:00.000","2024-03-10",,"Paid","1028",266.76,0,0
"263344408","PO0055182010","2024-03-11 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1029",199.8,0,0
"263344780","PO0055183390","2024-03-11 00:00:00.000","2025-03-11 00:00:00.000","2024-03-11",,"Paid","1030",89.64,0,0
"263344767","PO0055186130","2024-03-11 00:00:00.000","2025-03-11 00:00:00.000","2024-03-11",,"Paid","1031",46.08,0,0
"263344615","PO0055198970","2024-03-11 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1032",585.84,0,0
"263344550","PO0055182390","2024-04-05 00:00:00.000","2025-04-05 00:00:00.000","2024-03-11",,"Paid","1033",762.48,0,0
"263344758","PO0055195560","2024-03-12 00:00:00.000","2025-03-12 00:00:00.000","2024-03-11",,"Paid","1034",214.08,0,0
"263344256","PO0055186490","2024-03-16 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1035",423.36,0,0
"263343956","PO0055189380","2024-04-02 00:00:00.000","2025-04-01 00:00:00.000","2024-03-11",,"Paid","1036",306.24,0,0
"263344858","PO0055179710","2024-03-11 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1037",188.64,0,0
"263344108","PO0055189050","2024-06-01 00:00:00.000","2025-06-01 00:00:00.000","2024-03-11","2024-08-21","Paid","1038",368.52,276.39,276.39
"263344093","PO0055181000","2024-03-11 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1039",21.48,0,0
"263344927","PO0055183590","2024-03-12 00:00:00.000","2025-03-12 00:00:00.000","2024-03-11",,"Paid","1040",781.08,0,0
"263344880","PO0055191480","2024-03-11 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1041",110.76,0,0
"263344633","PO0055195730","2024-05-03 00:00:00.000","2025-05-03 00:00:00.000","2024-03-11",,"Paid","1042",418.32,0,0
"263344146","PO0055194070","2024-03-12 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11","2024-06-19","Paid","1043",289.68,193.12,193.12
"263343939","PO0055184730","2024-03-11 00:00:00.000","2025-03-11 00:00:00.000","2024-03-11","2024-07-05","Paid","1044",529.08,308.63,308.63
"263344980","PO0055185570","2024-03-11 00:00:00.000","2025-03-11 00:00:00.000","2024-03-11",,"Paid","1045",574.32,0,0
"263521204","PO0055188240","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1046",735.6,0,0
"263344242","PO0055183420","2024-03-08 00:00:00.000","2025-03-08 00:00:00.000","2024-03-11",,"Paid","1047",532.2,0,0
"263344834","PO0055180490","2024-04-04 00:00:00.000","2025-04-04 00:00:00.000","2024-03-11","2024-10-01","Paid","1048",298.8,124.5,124.5
"263344991","PO0055194020","2024-03-11 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1049",40.8,0,0
"263344666","PO0055191520","2024-04-26 00:00:00.000","2025-04-01 00:00:00.000","2024-03-11",,"Paid","1050",316.56,0,0
"263344584","PO0055189490","2024-08-04 00:00:00.000","2025-08-01 00:00:00.000","2024-03-11",,"Paid","1051",801.48,0,0
"263344356","PO0055194300","2024-06-14 00:00:00.000","2025-06-01 00:00:00.000","2024-03-11",,"Paid","1052",384.36,0,0
"263344388","PO0055187810","2024-03-11 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1053",775.44,0,0
"263344831","PO0055186200","2024-03-11 00:00:00.000","2025-03-11 00:00:00.000","2024-03-11",,"Paid","1054",46.08,0,0
"263344143","PO0055192800","2024-03-11 00:00:00.000","2025-03-11 00:00:00.000","2024-03-11",,"Paid","1055",150.72,0,0
"263344689","PO0055195120","2024-03-22 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1056",372.72,0,0
"263344509","PO0055198440","2024-03-14 00:00:00.000","2025-03-14 00:00:00.000","2024-03-11",,"Paid","1057",621.72,0,0
"263467613","PO0055193230","2024-03-11 00:00:00.000","2025-03-11 00:00:00.000","2024-03-11",,"Paid","1058",1569,0,0
"263344237","PO0055188910","2024-03-11 00:00:00.000","2025-03-11 00:00:00.000","2024-03-11",,"Paid","1059",138.24,0,0
"263344169","PO0055180680","2024-04-26 00:00:00.000","2025-04-01 00:00:00.000","2024-03-11","2024-07-16","Paid","1060",619.2,412.8,412.8
"263344166","PO0055189820","2024-03-11 00:00:00.000","2025-03-01 00:00:00.000","2024-03-11",,"Paid","1061",206.28,0,0
"263344702","PO0055181170","2024-04-29 00:00:00.000","2025-04-29 00:00:00.000","2024-03-11",,"Paid","1062",318.96,0,0
"263344427","PO0055189070","2024-03-11 00:00:00.000","2025-03-11 00:00:00.000","2024-03-11","2024-05-16","Paid","1063",49.44,37.08,37.08
"263430306","PO0055204940","2024-03-18 00:00:00.000","2025-03-18 00:00:00.000","2024-03-12",,"Paid","1064",432.24,0,0
"263429757","PO0055218670","2024-03-12 00:00:00.000","2025-03-12 00:00:00.000","2024-03-12","2024-09-22","Paid","1065",65.76,27.4,27.4
"263430702","PO0055215660","2024-03-24 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1066",2900.64,0,0
"263429637","PO0055221190","2024-03-12 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1067",166.08,0,0
"263429790","PO0055213740","2024-03-12 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1068",225.6,0,0
"263430363","PO0055221650","2024-03-12 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1069",565.32,0,0
"263430205","PO0055208850","2024-03-15 00:00:00.000","2025-03-15 00:00:00.000","2024-03-12",,"Paid","1070",137.64,0,0
"263430757","PO0055215870","2024-03-12 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12","2024-06-13","Paid","1071",632.76,421.84,421.84
"263430739","PO0055212400","2024-03-20 00:00:00.000","2025-03-20 00:00:00.000","2024-03-12",,"Paid","1072",499.08,0,0
"263429715","PO0055222630","2024-03-30 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12","2024-07-16","Paid","1073",637.44,371.84,371.84
"263430755","PO0055212520","2024-03-03 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1074",217.92,0,0
"263430623","PO0055218570","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-12",,"Paid","1075",36.36,0,0
"263430192","PO0055222490","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1076",700.56,0,0
"263430324","PO0055221960","2024-03-12 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1077",313.44,0,0
"263429546","PO0055215480","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1078",462.6,0,0
"263430697","PO0055210610","2024-03-12 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1079",191.64,0,0
"263429712","PO0055203380","2024-03-24 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1080",1091.52,0,0
"263430721","PO0055220960","2024-04-15 00:00:00.000","2025-04-01 00:00:00.000","2024-03-12",,"Paid","1081",946.2,0,0
"263430352","PO0055221180","2024-05-03 00:00:00.000","2025-05-03 00:00:00.000","2024-03-12",,"Paid","1082",447.36,0,0
"263429953","PO0055208010","2024-03-22 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1083",545.76,0,0
"263429860","PO0055215090","2024-03-12 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1084",944.28,0,0
"263430039","PO0055212000","2024-06-01 00:00:00.000","2025-06-01 00:00:00.000","2024-03-12",,"Paid","1085",536.88,0,0
"263429865","PO0055202620","2024-03-12 00:00:00.000","2025-03-01 00:00:00.000","2024-03-12",,"Paid","1086",214.44,0,0
"263429677","PO0055218890","2024-03-15 00:00:00.000","2025-03-15 00:00:00.000","2024-03-12",,"Paid","1087",270.6,0,0
"263430071","PO0055219060","2024-03-21 00:00:00.000","2025-03-21 00:00:00.000","2024-03-12",,"Paid","1088",510.24,0,0
"263430168","PO0055206710","2024-03-13 00:00:00.000","2025-03-13 00:00:00.000","2024-03-12",,"Paid","1089",1441.8,0,0
"263429649","PO0055215740","2024-03-07 00:00:00.000","2025-03-07 00:00:00.000","2024-03-12",,"Paid","1090",860.16,0,0
"263468542","PO0055246320","2024-04-07 00:00:00.000","2025-04-01 00:00:00.000","2024-03-13",,"Paid","1091",491.76,0,0
"263468531","PO0055242060","2024-03-13 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1092",264.48,0,0
"263468760","PO0055232900","2024-03-13 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1093",90.84,0,0
"263468082","PO0055246700","2024-03-13 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1094",1657.44,0,0
"263468886","PO0055227780","2024-03-13 00:00:00.000","2025-03-13 00:00:00.000","2024-03-13",,"Paid","1095",1582.44,0,0
"263468249","PO0055230110","2024-04-13 00:00:00.000","2025-04-13 00:00:00.000","2024-03-13",,"Paid","1096",1338.6,0,0
"263468730","PO0055233130","2024-03-09 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1097",510.96,0,0
"263468279","PO0055239850","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-13",,"Paid","1098",184.08,0,0
"263468013","PO0055236130","2024-03-13 00:00:00.000","2025-03-13 00:00:00.000","2024-03-13",,"Paid","1099",176.16,0,0
"263468781","PO0055233110","2024-08-01 00:00:00.000","2025-08-01 00:00:00.000","2024-03-13",,"Paid","1100",276,0,0
"263468667","PO0055230710","2024-03-18 00:00:00.000","2025-03-18 00:00:00.000","2024-03-13",,"Paid","1101",165.12,0,0
"263468403","PO0055233650","2024-03-13 00:00:00.000","2025-03-13 00:00:00.000","2024-03-13",,"Paid","1102",143.04,0,0
"263467970","PO0055231650","2024-04-05 00:00:00.000","2025-04-01 00:00:00.000","2024-03-13",,"Paid","1103",312,0,0
"263468829","PO0055246990","2024-03-28 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13","2024-04-22","Paid","1104",651,542.5,542.5
"263468956","PO0055234430","2024-07-30 00:00:00.000","2025-07-01 00:00:00.000","2024-03-13",,"Paid","1105",703.92,0,0
"263468782","PO0055236340","2024-03-28 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1106",707.76,0,0
"263468952","PO0055245430","2024-03-13 00:00:00.000","2025-03-13 00:00:00.000","2024-03-13",,"Paid","1107",593.52,0,0
"263467849","PO0055241500","2024-03-25 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1108",2008.32,0,0
"263468439","PO0055229360","2024-09-09 00:00:00.000","2025-09-09 00:00:00.000","2024-03-13",,"Paid","1109",659.52,0,0
"263468478","PO0055240120","2024-03-13 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1110",371.28,0,0
"263468728","PO0055239360","2024-03-18 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1111",328.92,0,0
"263468295","PO0055232110","2024-03-13 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1112",180.6,0,0
"263468627","PO0055229780","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1113",1856.88,0,0
"263468172","PO0055230290","2024-05-15 00:00:00.000","2025-05-01 00:00:00.000","2024-03-13",,"Paid","1114",114.96,0,0
"263468692","PO0055244690","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-13",,"Paid","1115",210.72,0,0
"263467928","PO0055237950","2024-03-13 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1116",348.72,0,0
"263468384","PO0055244530","2024-03-13 00:00:00.000","2025-03-01 00:00:00.000","2024-03-13",,"Paid","1117",176.16,0,0
"263522633","PO0055254520","2024-03-29 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1118",256.44,0,0
"263522233","PO0055256550","2024-03-14 00:00:00.000","2025-03-14 00:00:00.000","2024-03-14",,"Paid","1119",298.56,0,0
"263521744","PO0055264160","2024-03-01 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1120",510.84,0,0
"263521986","PO0055258640","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14","2024-03-17","Paid","1121",291.36,267.08,267.08
"263521296","PO0055255500","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-14",,"Paid","1122",112.2,0,0
"263522305","PO0055257910","2024-08-01 00:00:00.000","2025-08-01 00:00:00.000","2024-03-14",,"Paid","1123",425.28,0,0
"263521387","PO0055261520","2024-03-11 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1124",168.84,0,0
"263522418","PO0055257100","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1125",460.68,0,0
"263522617","PO0055265400","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1126",200.64,0,0
"263521301","PO0055269550","2024-03-15 00:00:00.000","2025-03-15 00:00:00.000","2024-03-14",,"Paid","1127",255.24,0,0
"263522207","PO0055269780","2024-04-17 00:00:00.000","2025-04-01 00:00:00.000","2024-03-14","2025-03-31","Paid","1128",558.36,0,0
"263522310","PO0055252460","2024-04-15 00:00:00.000","2025-04-01 00:00:00.000","2024-03-14",,"Paid","1129",1128.24,0,0
"263522248","PO0055259450","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1130",211.92,0,0
"263521434","PO0055263930","2024-03-14 00:00:00.000","2025-03-14 00:00:00.000","2024-03-14",,"Paid","1131",25.56,0,0
"263522221","PO0055264220","2024-03-14 00:00:00.000","2025-03-14 00:00:00.000","2024-03-14",,"Paid","1132",390.84,0,0
"263521428","PO0055269230","2024-04-24 00:00:00.000","2025-04-01 00:00:00.000","2024-03-14",,"Paid","1133",328.32,0,0
"263522507","PO0055254150","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1134",508.08,0,0
"263521516","PO0055264170","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1135",420.6,0,0
"263521596","PO0055256580","2024-04-30 00:00:00.000","2025-04-01 00:00:00.000","2024-03-14",,"Paid","1136",192.48,0,0
"263521998","PO0055262480","2024-03-14 00:00:00.000","2025-03-14 00:00:00.000","2024-03-14","2024-06-26","Paid","1137",376.32,250.88,250.88
"263521715","PO0055267540","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1138",381.36,0,0
"263521944","PO0055267610","2024-03-14 00:00:00.000","2025-03-14 00:00:00.000","2024-03-14",,"Paid","1139",148.8,0,0
"263521463","PO0055270010","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1140",271.68,0,0
"263522612","PO0055262820","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1141",111,0,0
"263521559","PO0055255000","2024-04-15 00:00:00.000","2025-04-01 00:00:00.000","2024-03-14",,"Paid","1142",238.08,0,0
"263522503","PO0055265570","2024-03-14 00:00:00.000","2025-03-14 00:00:00.000","2024-03-14",,"Paid","1143",525.12,0,0
"263522459","PO0055251620","2024-04-01 00:00:00.000","2025-04-01 00:00:00.000","2024-03-14",,"Paid","1144",179.28,0,0
"263521548","PO0055264290","2024-03-14 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1145",489.48,0,0
"263522371","PO0055264040","2024-04-02 00:00:00.000","2025-04-01 00:00:00.000","2024-03-14",,"Paid","1146",563.88,0,0
"263522110","PO0055266670","2024-03-25 00:00:00.000","2025-03-01 00:00:00.000","2024-03-14",,"Paid","1147",504.12,0,0
"263566847","PO0055280880","2024-04-12 00:00:00.000","2025-04-12 00:00:00.000","2024-03-15",,"Paid","1148",121.8,0,0
"263566272","PO0055279530","2024-03-15 00:00:00.000","2025-03-15 00:00:00.000","2024-03-15","2024-08-20","Paid","1149",579.48,289.74,289.74
"263566810","PO0055290930","2024-03-19 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1150",1064.4,0,0
"263566660","PO0055286760","2024-03-24 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1151",809.28,0,0
"263566503","PO0055288060","2024-03-15 00:00:00.000","2025-03-15 00:00:00.000","2024-03-15",,"Paid","1152",406.56,0,0
"263566479","PO0055282750","2024-03-28 00:00:00.000","2025-03-28 00:00:00.000","2024-03-15","2024-06-04","Paid","1153",338.64,225.76,225.76
"263566289","PO0055291110","2024-04-16 00:00:00.000","2025-04-16 00:00:00.000","2024-03-15",,"Paid","1154",945.96,0,0
"263566667","PO0055281240","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1155",183.72,0,0
"263566818","PO0055290580","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1156",137.4,0,0
"263566175","PO0055280600","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1157",485.04,0,0
"263565921","PO0055285960","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1158",349.44,0,0
"263566874","PO0055290210","2024-03-27 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1159",576.84,0,0
"263566627","PO0055291690","2024-07-19 00:00:00.000","2025-07-01 00:00:00.000","2024-03-15",,"Paid","1160",1035.96,0,0
"263566216","PO0055285390","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1161",930.6,0,0
"263566634","PO0055282190","2024-06-03 00:00:00.000","2025-06-01 00:00:00.000","2024-03-15",,"Paid","1162",136.8,0,0
"263566607","PO0055286750","2024-03-15 00:00:00.000","2025-03-15 00:00:00.000","2024-03-15",,"Paid","1163",1231.08,0,0
"263566786","PO0055281420","2024-03-15 00:00:00.000","2025-03-15 00:00:00.000","2024-03-15",,"Paid","1164",200.28,0,0
"263565935","PO0055286330","2024-03-15 00:00:00.000","2025-03-15 00:00:00.000","2024-03-15",,"Paid","1165",194.4,0,0
"263566712","PO0055278160","2024-04-18 00:00:00.000","2025-04-18 00:00:00.000","2024-03-15",,"Paid","1166",430.56,0,0
"263566628","PO0055283380","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1167",158.4,0,0
"263566616","PO0055284300","2024-05-16 00:00:00.000","2025-05-16 00:00:00.000","2024-03-15",,"Paid","1168",327.24,0,0
"263566301","PO0055277960","2024-05-15 00:00:00.000","2025-05-15 00:00:00.000","2024-03-15",,"Paid","1169",275.4,0,0
"263566608","PO0055283660","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1170",139.08,0,0
"263566900","PO0055276060","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1171",433.08,0,0
"263566505","PO0055277430","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15","2024-07-06","Paid","1172",350.16,204.26,204.26
"263566485","PO0055283530","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15","2024-05-24","Paid","1173",190.8,143.1,143.1
"263566763","PO0055279620","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15",,"Paid","1174",488.04,0,0
"263566084","PO0055286670","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15","2024-04-10","Paid","1175",163.32,136.1,136.1
"263566106","PO0055286590","2024-03-15 00:00:00.000","2025-03-01 00:00:00.000","2024-03-15","2024-04-10","Paid","1176",650.88,542.4,542.4
"263566494","PO0055279710","2024-04-04 00:00:00.000","2025-04-01 00:00:00.000","2024-03-15",,"Paid","1177",112.2,0,0
"263566729","PO0055277130","2024-05-30 00:00:00.000","2025-05-01 00:00:00.000","2024-03-15",,"Paid","1178",59.16,0,0
"264315748","PO0055295060","2024-04-12 00:00:00.000","2025-04-12 00:00:00.000","2024-03-16",,"Paid","1179",898.92,0,0
"263593610","PO0055293500","2024-03-19 00:00:00.000","2025-03-01 00:00:00.000","2024-03-16",,"Paid","1180",1055.04,0,0
"263594047","PO0055293450","2024-04-02 00:00:00.000","2025-04-01 00:00:00.000","2024-03-16",,"Paid","1181",1442.64,0,0
